TiempoDesdeInicioSesion,TimestampVideo,LatenciaVideo
19.54,1.1,1784228762074,1784228759425
19.57,-3.9,1784228762106,1784228759452
19.61,3.1,1784228762139,1784228759492
19.63,-0.9,1784228762172,1784228759521
19.66,-6.9,1784228762206,1784228759549
19.70,-0.9,1784228762241,1784228759590
19.73,-5.9,1784228762274,1784228759618
19.77,3.1,1784228762307,1784228759660
19.80,-2.9,1784228762341,1784228759688
19.83,-7.9,1784228762374,1784228759716
19.87,0.1,1784228762407,1784228759757
19.90,-4.9,1784228762441,1784228759786
19.94,3.1,1784228762475,1784228759828
19.97,-3.9,1784228762509,1784228759855
20.01,5.1,1784228762542,1784228759897
20.04,-2.9,1784228762578,1784228759925
20.08,7.1,1784228762610,1784228759967
20.11,2.1,1784228762643,1784228759995
20.14,-3.9,1784228762676,1784228760022
20.17,-8.9,1784228762711,1784228760052
20.21,-2.9,1784228762744,1784228760091
20.23,-7.9,1784228762778,1784228760120
20.28,1.1,1784228762810,1784228760161
20.30,-3.9,1784228762844,1784228760190
20.34,2.1,1784228762878,1784228760230
20.37,-1.9,1784228762911,1784228760259
20.40,-8.9,1784228762945,1784228760286
20.44,0.1,1784228762979,1784228760329
20.47,-6.9,1784228763013,1784228760356
20.51,1.1,1784228763047,1784228760398
20.54,-4.9,1784228763081,1784228760426
20.58,4.1,1784228763114,1784228760468
20.61,-0.9,1784228763147,1784228760496
20.65,5.1,1784228763183,1784228760538
20.68,0.1,1784228763214,1784228760564
20.71,-4.9,1784228763247,1784228760592
20.75,3.1,1784228763281,1784228760634
20.78,-2.9,1784228763315,1784228760662
20.80,-7.9,1784228763348,1784228760690
20.85,1.1,1784228763382,1784228760733
20.87,-5.9,1784228763416,1784228760760
20.92,3.1,1784228763449,1784228760802
20.94,-1.9,1784228763482,1784228760830
20.97,-7.9,1784228763516,1784228760858
21.01,-0.9,1784228763551,1784228760900
21.04,-5.9,1784228763584,1784228760928
21.08,1.1,1784228763618,1784228760969
21.11,-5.9,1784228763652,1784228760996
21.15,3.1,1784228763685,1784228761038
21.18,-0.9,1784228763717,1784228761066
21.21,-6.9,1784228763752,1784228761095
21.25,1.1,1784228763785,1784228761136
21.28,-4.4,1784228763818,1784228761163
21.32,3.6,1784228763852,1784228761205
21.35,-0.4,1784228763885,1784228761234
21.38,-8.4,1784228763920,1784228761261
21.42,-1.4,1784228763954,1784228761302
21.44,-7.4,1784228763988,1784228761330
21.49,2.6,1784228764020,1784228761372
21.51,-2.4,1784228764053,1784228761400
21.56,4.6,1784228764088,1784228761442
21.58,-1.4,1784228764122,1784228761470
21.63,6.6,1784228764156,1784228761512
21.65,1.6,1784228764189,1784228761540
21.68,-3.4,1784228764222,1784228761568
21.72,4.6,1784228764255,1784228761609
21.75,-3.4,1784228764290,1784228761636
21.78,-7.4,1784228764323,1784228761665
21.82,1.6,1784228764356,1784228761707
21.85,-5.4,1784228764390,1784228761734
21.89,2.6,1784228764424,1784228761776
21.92,-3.4,1784228764458,1784228761804
21.96,6.6,1784228764491,1784228761847
21.99,-1.4,1784228764525,1784228761873
22.02,-7.4,1784228764559,1784228761901
22.06,2.6,1784228764591,1784228761943
22.09,-3.4,1784228764625,1784228761971
22.13,3.6,1784228764659,1784228762012
22.16,-1.4,1784228764693,1784228762041
22.18,-6.4,1784228764727,1784228762070
22.22,-6.4,1784228764759,1784228762102
22.25,-3.4,1784228764793,1784228762139
22.28,-9.4,1784228764827,1784228762167
22.32,-1.4,1784228764860,1784228762208
22.35,-6.4,1784228764894,1784228762237
22.39,1.6,1784228764928,1784228762279
22.42,-4.4,1784228764961,1784228762306
22.46,3.6,1784228764995,1784228762348
22.49,-2.4,1784228765029,1784228762376
22.53,5.6,1784228765063,1784228762418
22.56,0.6,1784228765095,1784228762445
22.59,-5.4,1784228765130,1784228762474
22.63,2.6,1784228765163,1784228762515
22.66,-1.4,1784228765195,1784228762543
22.70,5.6,1784228765230,1784228762585
22.73,-0.4,1784228765263,1784228762612
22.75,-7.4,1784228765297,1784228762639
22.85,57.6,1784228765330,1784228762737
22.85,23.6,1784228765364,1784228762737
22.87,12.6,1784228765397,1784228762759
22.90,5.6,1784228765431,1784228762786
22.92,-7.4,1784228765465,1784228762807
22.96,1.6,1784228765498,1784228762849
22.99,-5.4,1784228765532,1784228762876
23.03,1.6,1784228765566,1784228762917
23.06,-3.4,1784228765599,1784228762945
23.09,-7.4,1784228765632,1784228762974
23.13,0.6,1784228765666,1784228763016
23.16,-5.4,1784228765700,1784228763044
23.20,2.6,1784228765733,1784228763085
23.23,-2.4,1784228765766,1784228763113
23.27,4.6,1784228765801,1784228763155
23.30,0.9,1784228765834,1784228763184
23.33,-4.1,1784228765868,1784228763213
23.37,1.9,1784228765902,1784228763253
23.39,-3.1,1784228765935,1784228763281
23.44,3.9,1784228765969,1784228763322
23.46,-1.1,1784228766002,1784228763350
23.51,5.9,1784228766036,1784228763391
23.53,0.9,1784228766069,1784228763419
23.56,-4.1,1784228766103,1784228763448
23.60,2.9,1784228766138,1784228763490
23.63,-3.1,1784228766171,1784228763517
23.67,4.9,1784228766205,1784228763559
23.70,-0.1,1784228766238,1784228763587
23.73,-7.1,1784228766272,1784228763614
23.77,0.9,1784228766306,1784228763656
23.80,-5.1,1784228766340,1784228763684
23.84,3.9,1784228766373,1784228763726
23.87,-1.1,1784228766406,1784228763754
23.91,7.9,1784228766440,1784228763797
23.94,1.9,1784228766473,1784228763824
23.96,-5.1,1784228766507,1784228763851
24.01,4.9,1784228766541,1784228763895
24.05,9.9,1784228766575,1784228763934
24.08,5.9,1784228766607,1784228763962
24.10,-2.1,1784228766642,1784228763989
24.13,-7.1,1784228766675,1784228764017
24.17,2.9,1784228766708,1784228764060
24.20,-4.1,1784228766742,1784228764087
24.24,3.9,1784228766776,1784228764129
24.27,-3.1,1784228766810,1784228764156
24.30,-6.1,1784228766842,1784228764185
24.34,0.9,1784228766876,1784228764226
24.37,-5.1,1784228766911,1784228764255
24.41,2.9,1784228766944,1784228764296
24.44,-2.1,1784228766977,1784228764324
24.47,-8.1,1784228767011,1784228764352
24.51,-2.1,1784228767046,1784228764393
24.54,-6.1,1784228767078,1784228764421
24.58,1.9,1784228767112,1784228764463
24.61,-3.1,1784228767146,1784228764492
24.65,2.9,1784228767180,1784228764532
24.67,-2.1,1784228767214,1784228764561
24.70,-7.1,1784228767246,1784228764588
24.74,1.9,1784228767280,1784228764631
24.77,-4.1,1784228767313,1784228764658
24.81,3.9,1784228767347,1784228764700
24.84,-4.1,1784228767382,1784228764727
24.88,5.9,1784228767415,1784228764770
24.91,-0.1,1784228767448,1784228764797
24.94,-6.1,1784228767482,1784228764825
24.98,2.9,1784228767515,1784228764867
25.01,-2.1,1784228767548,1784228764895
25.05,2.9,1784228767584,1784228764936
25.08,-0.1,1784228767616,1784228764965
25.11,-5.1,1784228767649,1784228764993
25.15,2.9,1784228767682,1784228765034
25.18,-3.1,1784228767716,1784228765062
25.22,2.9,1784228767751,1784228765103
25.25,-3.1,1784228767785,1784228765131
25.29,5.9,1784228767818,1784228765173
25.32,3.3,1784228767850,1784228765202
25.34,-3.7,1784228767884,1784228765229
25.38,4.3,1784228767918,1784228765271
25.41,-1.7,1784228767952,1784228765299
25.46,6.3,1784228767987,1784228765342
25.48,2.3,1784228768018,1784228765369
25.51,-4.7,1784228768052,1784228765396
25.55,3.3,1784228768086,1784228765438
25.58,-4.7,1784228768122,1784228765466
25.62,3.3,1784228768156,1784228765508
25.65,-0.7,1784228768187,1784228765535
