TiempoDesdeInicioSesion,TimestampVideo,LatenciaVideo
26.99,13.9,1784239624194,1784239621412
27.01,8.9,1784239624226,1784239621439
27.04,5.9,1784239624258,1784239621468
27.08,14.9,1784239624290,1784239621509
27.11,12.9,1784239624321,1784239621538
27.14,2.9,1784239624358,1784239621565
27.18,16.9,1784239624386,1784239621607
27.24,40.9,1784239624417,1784239621662
27.25,13.9,1784239624459,1784239621677
27.28,3.9,1784239624497,1784239621705
27.32,13.9,1784239624529,1784239621747
27.35,7.9,1784239624562,1784239621774
27.38,5.9,1784239624593,1784239621803
27.43,22.9,1784239624631,1784239621858
27.44,7.9,1784239624659,1784239621871
27.50,34.9,1784239624689,1784239621928
27.50,2.9,1784239624721,1784239621928
27.56,19.9,1784239624759,1784239621983
27.58,5.9,1784239624801,1784239622011
27.78,168.9,1784239624833,1784239622206
27.78,137.9,1784239624865,1784239622207
27.78,105.9,1784239624897,1784239622207
27.78,72.9,1784239624930,1784239622207
27.78,42.9,1784239624960,1784239622207
27.81,37.9,1784239624992,1784239622234
27.82,17.9,1784239625026,1784239622248
27.88,34.9,1784239625065,1784239622304
27.91,28.9,1784239625099,1784239622332
27.92,6.9,1784239625135,1784239622346
27.96,15.9,1784239625167,1784239622387
27.99,10.9,1784239625199,1784239622414
28.04,30.9,1784239625237,1784239622472
28.04,4.9,1784239625263,1784239622472
28.11,31.9,1784239625305,1784239622541
28.14,28.9,1784239625336,1784239622569
28.25,114.9,1784239625361,1784239622680
28.25,71.9,1784239625401,1784239622680
28.25,36.9,1784239625436,1784239622680
28.25,2.9,1784239625470,1784239622680
28.30,12.9,1784239625502,1784239622722
28.32,4.9,1784239625537,1784239622749
28.35,5.9,1784239625565,1784239622778
28.39,13.9,1784239625598,1784239622819
28.42,3.9,1784239625636,1784239622847
28.45,5.9,1784239625662,1784239622875
28.50,17.9,1784239625705,1784239622930
28.53,14.9,1784239625736,1784239622958
28.56,5.9,1784239625774,1784239622987
28.59,1.9,1784239625806,1784239623015
28.63,9.9,1784239625838,1784239623055
28.66,6.9,1784239625870,1784239623084
28.71,29.9,1784239625902,1784239623139
28.73,10.9,1784239625936,1784239623154
28.77,22.9,1784239625966,1784239623196
28.81,32.9,1784239625998,1784239623238
28.84,21.9,1784239626036,1784239623265
28.88,35.9,1784239626064,1784239623307
28.92,30.9,1784239626110,1784239623348
28.92,-1.1,1784239626142,1784239623348
28.96,9.9,1784239626174,1784239623391
28.99,5.9,1784239626206,1784239623419
29.03,14.9,1784239626238,1784239623460
29.06,11.9,1784239626270,1784239623489
29.10,20.9,1784239626302,1784239623530
29.13,5.9,1784239626344,1784239623557
29.19,32.9,1784239626374,1784239623614
29.20,9.9,1784239626411,1784239623628
29.23,4.9,1784239626443,1784239623655
29.27,13.9,1784239626475,1784239623696
29.30,10.9,1784239626507,1784239623725
29.33,6.9,1784239626539,1784239623753
29.37,15.9,1784239626571,1784239623794
29.40,12.9,1784239626603,1784239623823
