TiempoDesdeInicioSesion,TimestampVideo,LatenciaVideo
19.60,15.2,1783452735706,1783452733776
19.64,24.2,1783452735739,1783452733818
19.67,18.2,1783452735773,1783452733846
19.70,12.2,1783452735807,1783452733874
19.76,35.2,1783452735840,1783452733930
19.77,14.2,1783452735874,1783452733943
19.81,22.2,1783452735908,1783452733985
19.85,29.2,1783452735942,1783452734026
19.88,24.2,1783452735974,1783452734053
19.91,18.2,1783452736008,1783452734081
19.94,13.2,1783452736042,1783452734110
19.98,20.2,1783452736076,1783452734151
20.01,15.2,1783452736110,1783452734180
20.05,23.2,1783452736142,1783452734220
20.08,18.2,1783452736176,1783452734249
20.12,26.2,1783452736209,1783452734290
20.14,19.2,1783452736243,1783452734317
20.19,26.2,1783452736278,1783452734359
20.21,21.2,1783452736311,1783452734387
20.24,16.2,1783452736344,1783452734415
20.28,23.2,1783452736378,1783452734456
20.31,18.2,1783452736411,1783452734484
20.34,11.2,1783452736445,1783452734511
20.38,23.2,1783452736477,1783452734555
20.41,14.2,1783452736512,1783452734581
20.45,22.2,1783452736546,1783452734623
20.48,15.2,1783452736581,1783452734651
20.52,23.2,1783452736614,1783452734692
20.55,18.2,1783452736647,1783452734720
20.58,13.2,1783452736680,1783452734748
20.62,22.2,1783452736713,1783452734790
20.64,17.2,1783452736746,1783452734818
20.69,22.2,1783452736781,1783452734858
20.73,30.2,1783452736815,1783452734900
20.76,26.2,1783452736848,1783452734929
20.80,34.2,1783452736881,1783452734970
20.83,28.2,1783452736915,1783452734998
20.85,23.2,1783452736948,1783452735026
20.88,16.2,1783452736983,1783452735054
20.92,24.2,1783452737016,1783452735095
20.95,17.2,1783452737050,1783452735122
20.98,14.2,1783452737083,1783452735152
21.02,21.2,1783452737117,1783452735193
21.05,14.2,1783452737152,1783452735221
21.09,23.2,1783452737184,1783452735262
21.12,17.1,1783452737217,1783452735290
21.16,24.1,1783452737251,1783452735331
21.19,17.1,1783452737285,1783452735358
21.21,13.1,1783452737318,1783452735387
21.26,20.1,1783452737352,1783452735428
21.28,15.1,1783452737385,1783452735456
21.32,23.1,1783452737419,1783452735498
21.35,17.1,1783452737453,1783452735526
21.39,25.1,1783452737486,1783452735567
21.42,18.1,1783452737520,1783452735594
21.45,13.1,1783452737554,1783452735623
21.49,20.1,1783452737588,1783452735664
21.52,15.1,1783452737622,1783452735693
21.56,23.1,1783452737655,1783452735734
21.59,18.1,1783452737688,1783452735762
21.62,11.1,1783452737722,1783452735789
21.66,19.1,1783452737756,1783452735831
21.69,14.1,1783452737789,1783452735859
21.71,8.1,1783452737823,1783452735887
21.76,17.1,1783452737855,1783452735928
21.78,10.1,1783452737890,1783452735956
21.82,18.1,1783452737923,1783452735997
21.85,13.1,1783452737957,1783452736026
21.89,21.1,1783452737991,1783452736068
21.92,14.1,1783452738025,1783452736095
21.95,9.1,1783452738058,1783452736123
21.99,17.1,1783452738091,1783452736164
22.02,11.1,1783452738125,1783452736192
22.06,20.1,1783452738157,1783452736233
22.09,15.1,1783452738191,1783452736262
22.13,22.1,1783452738226,1783452736304
22.16,15.1,1783452738259,1783452736330
22.19,9.1,1783452738294,1783452736359
22.23,18.1,1783452738326,1783452736400
22.26,14.1,1783452738359,1783452736429
22.30,20.1,1783452738394,1783452736470
22.32,14.1,1783452738427,1783452736497
22.37,23.1,1783452738460,1783452736539
22.39,17.1,1783452738494,1783452736567
22.44,25.1,1783452738528,1783452736609
22.46,18.1,1783452738562,1783452736636
22.49,12.1,1783452738596,1783452736664
22.53,19.1,1783452738630,1783452736705
22.56,14.1,1783452738664,1783452736734
22.59,11.1,1783452738695,1783452736762
22.63,18.1,1783452738729,1783452736803
22.66,11.1,1783452738763,1783452736830
22.70,19.1,1783452738797,1783452736872
22.73,13.1,1783452738831,1783452736900
22.77,21.1,1783452738865,1783452736942
22.80,17.1,1783452738897,1783452736970
22.82,9.1,1783452738932,1783452736997
22.87,18.1,1783452738965,1783452737039
22.89,13.1,1783452738998,1783452737067
22.94,20.1,1783452739033,1783452737109
22.96,14.1,1783452739066,1783452737136
23.00,22.1,1783452739100,1783452737178
23.03,17.1,1783452739132,1783452737205
23.06,11.1,1783452739167,1783452737234
23.10,18.1,1783452739201,1783452737275
23.13,13.1,1783452739233,1783452737303
23.17,20.1,1783452739267,1783452737344
23.20,14.1,1783452739301,1783452737372
23.23,8.1,1783452739334,1783452737399
23.27,15.1,1783452739369,1783452737441
23.30,12.1,1783452739401,1783452737470
23.34,18.1,1783452739436,1783452737511
23.37,13.1,1783452739469,1783452737539
23.41,21.1,1783452739503,1783452737581
23.43,15.1,1783452739536,1783452737608
23.46,10.1,1783452739569,1783452737636
23.50,16.1,1783452739604,1783452737677
23.53,12.1,1783452739637,1783452737706
23.57,21.1,1783452739669,1783452737747
23.60,12.1,1783452739705,1783452737774
23.63,8.1,1783452739738,1783452737803
23.67,15.1,1783452739772,1783452737844
23.70,11.1,1783452739804,1783452737872
23.74,18.1,1783452739839,1783452737914
23.77,13.1,1783452739871,1783452737941
23.81,20.1,1783452739906,1783452737983
23.84,15.1,1783452739939,1783452738011
23.89,37.1,1783452739972,1783452738066
23.91,16.1,1783452740007,1783452738080
23.94,12.1,1783452740040,1783452738109
23.98,18.1,1783452740074,1783452738149
24.00,14.1,1783452740107,1783452738178
24.03,8.1,1783452740140,1783452738205
24.07,16.1,1783452740175,1783452738248
24.12,24.1,1783452740208,1783452738289
24.14,18.1,1783452740242,1783452738317
24.17,12.1,1783452740275,1783452738344
24.21,21.1,1783452740308,1783452738386
24.24,14.1,1783452740342,1783452738413
24.27,9.1,1783452740376,1783452738442
24.34,45.1,1783452740409,1783452738511
24.34,12.1,1783452740442,1783452738511
24.38,19.1,1783452740476,1783452738552
24.41,12.1,1783452740511,1783452738580
24.45,21.1,1783452740544,1783452738622
24.48,15.1,1783452740577,1783452738649
24.51,9.1,1783452740612,1783452738678
24.56,30.1,1783452740646,1783452738733
24.57,13.1,1783452740677,1783452738747
24.62,20.1,1783452740712,1783452738789
24.64,12.1,1783452740746,1783452738815
24.68,21.1,1783452740780,1783452738858
24.71,16.1,1783452740813,1783452738886
24.78,51.1,1783452740847,1783452738955
24.78,18.1,1783452740880,1783452738955
24.81,13.1,1783452740914,1783452738984
24.85,20.1,1783452740947,1783452739024
24.88,14.1,1783452740981,1783452739052
24.92,22.1,1783452741015,1783452739094
24.95,16.1,1783452741048,1783452739121
25.00,40.1,1783452741081,1783452739178
25.02,20.1,1783452741114,1783452739191
25.05,14.1,1783452741149,1783452739220
25.09,21.1,1783452741182,1783452739260
25.12,16.1,1783452741216,1783452739289
25.14,8.2,1783452741250,1783452739316
25.18,16.2,1783452741283,1783452739357
25.21,9.2,1783452741318,1783452739385
25.25,20.2,1783452741350,1783452739428
25.28,13.2,1783452741384,1783452739455
25.32,20.2,1783452741418,1783452739496
25.35,14.2,1783452741451,1783452739523
25.38,11.2,1783452741484,1783452739553
25.42,18.2,1783452741518,1783452739594
25.45,11.2,1783452741553,1783452739622
25.49,20.2,1783452741586,1783452739664
25.52,14.2,1783452741619,1783452739691
25.55,7.2,1783452741654,1783452739719
25.59,16.2,1783452741687,1783452739761
25.62,9.2,1783452741721,1783452739788
25.66,18.2,1783452741754,1783452739830
25.68,11.2,1783452741788,1783452739857
25.71,7.2,1783452741820,1783452739885
25.75,15.2,1783452741854,1783452739927
25.78,7.2,1783452741889,1783452739954
25.82,16.2,1783452741922,1783452739996
25.85,12.2,1783452741955,1783452740025
25.89,19.2,1783452741989,1783452740066
25.92,15.2,1783452742021,1783452740094
25.95,8.2,1783452742055,1783452740121
26.00,28.2,1783452742090,1783452740176
26.02,10.2,1783452742123,1783452740191
26.06,18.2,1783452742156,1783452740232
26.09,12.2,1783452742190,1783452740260
26.12,8.2,1783452742223,1783452740289
26.16,15.2,1783452742257,1783452740330
26.18,9.2,1783452742290,1783452740357
26.23,16.2,1783452742326,1783452740400
26.25,11.2,1783452742358,1783452740427
26.30,19.2,1783452742392,1783452740469
26.32,12.2,1783452742426,1783452740496
26.35,8.2,1783452742459,1783452740525
26.39,16.2,1783452742492,1783452740566
26.42,9.2,1783452742527,1783452740594
26.46,17.2,1783452742560,1783452740635
26.49,11.2,1783452742595,1783452740664
26.53,18.2,1783452742628,1783452740704
26.56,13.2,1783452742661,1783452740732
26.59,8.2,1783452742694,1783452740760
26.63,17.2,1783452742728,1783452740803
26.66,10.2,1783452742761,1783452740829
26.70,18.2,1783452742795,1783452740871
26.73,12.2,1783452742829,1783452740899
26.75,7.2,1783452742862,1783452740927
26.80,15.2,1783452742896,1783452740969
26.82,8.2,1783452742930,1783452740996
26.86,17.2,1783452742963,1783452741038
26.89,11.2,1783452742997,1783452741066
26.93,17.2,1783452743031,1783452741106
26.96,14.2,1783452743063,1783452741135
26.99,6.2,1783452743098,1783452741162
27.03,17.2,1783452743130,1783452741205
27.06,9.2,1783452743165,1783452741232
27.10,17.2,1783452743198,1783452741273
27.13,13.2,1783452743232,1783452741303
27.16,6.3,1783452743265,1783452741330
27.20,14.3,1783452743298,1783452741371
27.23,6.3,1783452743333,1783452741398
27.27,14.3,1783452743367,1783452741440
27.29,9.3,1783452743400,1783452741468
27.34,16.3,1783452743434,1783452741509
27.36,12.3,1783452743466,1783452741537
27.39,6.3,1783452743500,1783452741565
27.43,14.3,1783452743534,1783452741607
27.46,7.3,1783452743568,1783452741634
27.50,17.3,1783452743601,1783452741677
27.53,11.3,1783452743635,1783452741705
27.57,19.3,1783452743668,1783452741746
27.60,12.3,1783452743702,1783452741773
27.63,7.3,1783452743736,1783452741802
27.67,14.3,1783452743770,1783452741843
27.70,8.3,1783452743804,1783452741871
27.74,15.3,1783452743838,1783452741912
27.77,11.3,1783452743870,1783452741940
